makespan,overhead,workflow_instance_id,is_cold,composition
6.367,3.183524028778076,36f79ec7-c16c-49e3-bb91-494377632af5,cold,async_sequence
6.616,3.5378318462371823,b1e57ad3-c73e-4534-961d-1f9f5f434fb9,cold,async_sequence
6.288,3.0998884563446047,81f27993-b213-4c35-ad98-17a383a5ba8a,cold,async_sequence
6.298,3.082904956817627,81a989c1-97f2-4066-9ac5-25690bd6ce6a,cold,async_sequence
6.374,3.312510656356811,0f28e3d2-f823-4ee8-b7e3-f2086ed6267d,cold,async_sequence
6.79,3.6313219451904297,038c7064-7fa0-4e89-8a6f-e358c22dddb8,cold,async_sequence
6.379,3.2109091796874996,28061387-d6dc-41f3-b1dd-353843fba35f,cold,async_sequence
6.317,3.222406951904297,5997f891-f581-4dfa-9e75-ed6a03a0f3aa,cold,async_sequence
6.305,3.1580337810516355,f5829f56-80bf-48c7-9c9d-654c5b505f5b,cold,async_sequence
6.34,3.198154773712158,8e68d990-b924-4e48-8500-00e6e443fc82,cold,async_sequence
6.629,3.441759399414062,af0fbebd-c7cb-4106-bd4d-0d9b74c897e8,cold,async_sequence
6.32,3.1721730899810794,f1a886e5-b6cf-45d1-88f3-44d5af9b3d4a,cold,async_sequence
6.411,3.2526578769683834,1281c0b2-18d6-4893-b079-1b04ff669adf,cold,async_sequence
6.441,3.202134386062622,e30ffc62-486e-42f7-9403-934693c5f2e5,cold,async_sequence
6.372,3.226614019393921,09332bb0-f333-4af2-9697-0ce0d14fea40,cold,async_sequence
7.18,4.04164903640747,9feaeaca-248d-4958-be54-b937cf1250ac,cold,async_sequence
6.259,3.038434680938721,d07b49ef-0f8f-4173-9933-121d360fd8f1,cold,async_sequence
6.661,3.614114032745361,941456f7-98f8-4fa3-8f03-31feef65dd2e,cold,async_sequence
6.317,3.0443640632629396,67c1b8dc-159f-45b6-82fe-1c58814c57aa,cold,async_sequence
6.486,3.351539789199829,dc6797cc-72cd-4acb-9d17-3e47c27e397c,cold,async_sequence
6.667,3.456384841918945,4671d6a0-8ff1-480e-9da6-c2a749ac9ca5,cold,async_sequence
6.4,3.2328177928924564,e108cfc3-38fc-441f-be91-2da41744864f,cold,async_sequence
6.755,3.43745792388916,3a85eb5f-50f2-413b-abea-baca76e40ffa,cold,async_sequence
7.073,3.833135412216187,62e572b1-b9d1-43b0-bc82-65d4a3f94ca8,cold,async_sequence
6.676,3.566216112136841,9acf7ede-14c8-489e-bea5-4efe09adc151,cold,async_sequence
6.384,3.284099039077759,a5993b25-6d2f-4b7f-a12f-be352f16ce55,cold,async_sequence
6.164,3.1123098983764645,aa5c31ed-9d01-4979-97ab-c832ec933120,cold,async_sequence
6.448,3.2345440845489506,922a1802-fdf1-4abb-bf83-c8fbe845b45f,cold,async_sequence
7.466,4.310077587127686,546c6308-33e6-4e5b-ba01-92ebd4294df4,cold,async_sequence
0.714,0.6463155879974365,131c0126-6369-40ba-8895-dfbddfae1fe4,warm,async_sequence
0.803,0.7497284679412842,1f8b9e46-1cbd-483f-9518-0bdc346fa14e,warm,async_sequence
0.754,0.7248611965179443,90450403-7118-47be-b12a-bfe400a39e49,warm,async_sequence
0.738,0.6685465221405029,967fd1fd-4e77-4dcb-b6f4-18a8f1806bb4,warm,async_sequence
0.899,0.7562328090667725,5467627a-3bb7-4745-97ac-a5a623fc5012,warm,async_sequence
0.799,0.6968648185729981,17b0f9fc-897a-488e-993f-dacbbec338dd,warm,async_sequence
0.941,0.895190969467163,3985066e-6692-4706-bd96-784dea5b62ef,warm,async_sequence
1.539,1.4864117755889892,c84516c0-0b7b-41b7-aece-74061c159e6b,warm,async_sequence
0.712,0.6269458408355713,3d3f5832-786a-4066-8218-8aca84abb6aa,warm,async_sequence
0.707,0.637781602859497,ec0022cf-287c-4fdb-96d4-6445e91f69d0,warm,async_sequence
18.617,18.52279676628113,54281c8c-a77b-49ac-97f0-eee7ffec338f,warm,async_sequence
0.701,0.6518266448974609,67b988ef-8d87-425b-a2c4-fb62dd1e9985,warm,async_sequence
0.677,0.6354679603576661,688baddb-cce9-4e8b-87ac-8d59e1ebb74b,warm,async_sequence
0.87,0.7988277626037598,8c99442c-9a70-4fee-9a7f-c87493bf34c4,warm,async_sequence
0.85,0.7454560756683349,1771c3f2-348e-427b-bc8b-47c449d478e8,warm,async_sequence
20.386,20.344383083343505,f554c8b6-d7ab-4a48-b189-64e3d6a6d71c,warm,async_sequence
0.761,0.7019186840057373,25af02c0-6bae-4d6b-95bd-35fe8efbe5b6,warm,async_sequence
0.852,0.7437720317840576,ef6d850f-0b37-48f6-8438-03f019f6ab76,warm,async_sequence
0.808,0.6606475429534913,6ef1975c-e3fc-40c4-99e6-d5d6aa839be4,warm,async_sequence
0.745,0.6795519542694092,a3192b0f-d7a4-47a2-ba77-b65aa96b1049,warm,async_sequence
0.688,0.6265051727294921,2329e196-2ea3-4973-85a0-602b976019c5,warm,async_sequence
0.724,0.6344058742523193,b82890e9-8751-4b73-9c9a-d058ba018c92,warm,async_sequence
0.76,0.7147507762908936,44d49593-f01d-403a-889c-d30c72916ce6,warm,async_sequence
22.226,22.18865196800232,48ea126c-30f1-421b-ba6d-63dbebaadc88,warm,async_sequence
0.772,0.6865557880401612,b1691589-b20b-495a-b6b2-8fda295405fb,warm,async_sequence
0.726,0.6686934719085693,a751c5b5-d908-49c2-a4fe-f6857a4f1130,warm,async_sequence
0.782,0.6621395893096924,a60b8ad0-e4fe-46dc-8126-caba738a0f15,warm,async_sequence
0.784,0.7107344474792481,c6a1cb35-0ce6-416b-8ea4-dc5ba5d6ace1,warm,async_sequence
0.744,0.7179599227905273,65356d0e-d451-4e8d-8d5d-476557200a78,warm,async_sequence
0.729,0.6830507793426513,04e19739-6f86-4d05-ba82-0009d087ea1e,warm,async_sequence
