makespan,overhead,workflow_instance_id,is_cold,composition
2.249,2.2451910247802735,7401f78f-8389-48df-8f1f-0d11caa93cfd,cold,client_side
2.223,2.218943546295166,94fb085e-4271-41ff-b232-49fe0c114640,cold,client_side
2.222,2.2182527751922607,78ba902e-a663-48c9-bf85-7b8559f0743e,cold,client_side
2.173,2.169201753616333,915839a4-149c-41c8-81fd-b54e5aa6e988,cold,client_side
2.312,2.308084451675415,4de6cb9f-b84b-40d0-baa5-df6a8b1fb1d8,cold,client_side
2.21,2.2058620071411132,8f8b4f16-fea3-4eaf-9b54-3f779e8dd589,cold,client_side
2.082,2.077805263519287,62c32ab5-220e-4266-8cac-447702b3ba8b,cold,client_side
2.175,2.1703329563140867,5cfcac4f-46e6-4340-b226-d45ed66c2706,cold,client_side
2.128,2.1238851337432862,4b63bea3-60ac-41e0-8d1a-6b97c3c19f10,cold,client_side
2.057,2.051556665420532,a44ae4e7-2cbc-47ac-a8c0-270f900ebaab,cold,client_side
2.234,2.217567953109741,46740b16-7999-4959-825a-c7d513b3c75a,cold,client_side
2.176,2.1722301254272463,4dc6619a-b807-482b-a2ed-0bc614ad018a,cold,client_side
2.073,2.068797634124756,40092826-b6d0-4267-9223-1c24f8c0addb,cold,client_side
2.247,2.24314143371582,a26fb9a0-c334-49d1-bef4-6091f9b1dea4,cold,client_side
2.219,2.215122360229492,03fb318b-a632-4892-b03a-3fcc7221c755,cold,client_side
2.248,2.2440196018218996,a414f587-678d-4f17-bb15-6e6a73a4b3da,cold,client_side
2.277,2.2723742027282716,f117f963-9f4c-485f-905e-49ee06f1fd5a,cold,client_side
2.297,2.2932611198425294,59d27c4c-5ab2-4a28-bea7-5a38934212d6,cold,client_side
2.08,2.0764048862457276,49ac8951-c16a-4108-94e5-c2debff6e158,cold,client_side
2.348,2.3438233833312987,c4aebc77-c315-46ac-9b07-c44c700c886a,cold,client_side
2.306,2.3021795806884766,860a2a26-9c95-4f54-bb75-21e7cc1d1e30,cold,client_side
2.134,2.124943193435669,3fbf4b1c-5a31-4cb6-9306-5c39a23bdb8e,cold,client_side
2.131,2.1272716102600095,3adc8111-0d65-40b1-b9f6-512cb5a8ee48,cold,client_side
2.273,2.2692937831878663,12005d63-1173-43e6-aa63-cd72b0f45126,cold,client_side
2.342,2.3349258823394776,3739e6fb-7e09-4992-909e-4533371d47bf,cold,client_side
2.157,2.1530455894470215,d78c3508-6b22-4a49-a7f4-ef3c3ffc5463,cold,client_side
2.083,2.0778530197143557,0892ee49-7e1d-4fa5-9a30-751d3eebe7d4,cold,client_side
2.299,2.2952055683135986,cd72dca8-8be5-4634-9d3c-63d333c70e25,cold,client_side
2.252,2.2370342273712156,7087bdc3-2094-48ee-9bda-b2cd6fa5f716,cold,client_side
2.108,2.104340274810791,eec27f05-0ecc-4c0a-9b94-96f73359f951,cold,client_side
0.112,0.10915900421142578,d26d7e60-2f21-44ea-94dc-cb4c0410d7dc,warm,client_side
0.107,0.10435689163208008,85937644-9521-48d8-a1e9-864d6943709f,warm,client_side
0.106,0.10306530570983886,01de862b-a3a1-418a-a3a3-11e20cbbc60a,warm,client_side
0.086,0.08342674827575683,7257cc8b-6f22-4d14-9780-8dd17a4bdd08,warm,client_side
0.112,0.10923458290100098,a5518090-1e04-40ed-80f2-15e953aa1e0b,warm,client_side
0.082,0.07925127220153809,dd7443bb-6755-4ad7-b9ba-24398dee5c58,warm,client_side
0.096,0.09321479415893555,961998ad-8ba7-46e9-8a6a-1d054f8603bb,warm,client_side
0.088,0.0851163272857666,755aca1d-360f-4b4e-b4b5-61763526a1db,warm,client_side
0.102,0.08919429969787597,59e0a3d1-c1c7-4958-99e5-f63aaa2e62c4,warm,client_side
0.107,0.10437954139709472,abcba424-2f0b-479d-86f3-7068d77f35d2,warm,client_side
0.105,0.10217068672180175,bee23e97-8afb-4155-93ad-09ad21bf6e51,warm,client_side
0.108,0.10508175659179687,901312ef-0cd0-4f6e-b35c-a3ac8e8fcdae,warm,client_side
0.106,0.10317617034912109,c7b51aff-fb8e-4fa9-96b6-6e29efd566a8,warm,client_side
0.098,0.09508986282348633,87ab03cc-854b-4079-a2f5-9e838f8e7750,warm,client_side
0.122,0.1193142147064209,c5b2dacb-c54a-4276-ad07-fc06d24ada81,warm,client_side
0.113,0.11022599983215332,834aaf0f-8bab-4ffd-aaf3-df101aef67fb,warm,client_side
0.11,0.10717426300048828,6f4c918b-6a0e-4844-af3e-f239a7df3f0c,warm,client_side
0.122,0.11934187126159668,1c237523-79e8-4598-a40e-0bfc44073ca8,warm,client_side
0.122,0.11905243110656738,2546ea6b-3e04-4697-90a0-07867634d6e8,warm,client_side
0.093,0.0899949722290039,87b41de4-0dd8-49b0-be11-52a021c75f89,warm,client_side
0.123,0.12108907508850097,ee39fee5-b72c-4d65-9117-592009a05c7b,warm,client_side
0.115,0.11186479568481446,35cc60bc-7f71-4b36-a967-1cbd6ab53e0a,warm,client_side
0.125,0.12212729454040527,564f4c2c-2c62-4087-ae14-e7c75fd62662,warm,client_side
0.104,0.1012245693206787,c0d2d164-513f-4c20-8f47-3da4a7b7cd31,warm,client_side
0.11,0.1072219467163086,342ca66d-1d2b-45d3-90af-9fec7df70174,warm,client_side
0.099,0.0962681999206543,ed0c3517-cdb9-4088-bd58-b7cf83d20e92,warm,client_side
0.11,0.10731206893920898,49047ab5-b859-4cb9-ab35-fe6afb44e9fd,warm,client_side
0.109,0.10627511405944824,cf51262b-a352-47a9-958f-c80f6961f0ba,warm,client_side
0.091,0.08833233451843261,037fdd6a-f75f-45e3-af16-fc4f86805886,warm,client_side
0.067,0.06437215042114258,56c55d77-e63b-4849-a84d-e88e2239e7de,warm,client_side
