makespan,overhead,workflow_instance_id,is_cold,composition
4.223,2.725174377441406,109c2e2f-aa6a-4010-8afd-5fe90ffbefd7,cold,sequence
4.208,2.7597439842224123,b17f463f-2d7e-44ec-bfee-32748053a1a7,cold,sequence
4.498,2.9452832679748537,7ba37436-239d-4bea-81c2-e5f4590b6a20,cold,sequence
4.371,2.881265111923218,6678c162-f381-4403-83aa-79e42448b480,cold,sequence
4.302,3.032535268783569,120e1cea-cc91-4ffb-b597-679e12f69bc0,cold,sequence
4.323,2.8586330871582035,07f7c35c-816e-4034-8429-d6b27627f9b5,cold,sequence
4.219,2.7397052230834964,d2e5252d-faa3-410c-8227-e968817ac2f2,cold,sequence
4.271,2.8015309295654296,35b6f9ca-73ed-45b1-aed5-9fdca9b8748a,cold,sequence
4.377,2.8886875171661375,bae416bc-aab2-4070-99d4-ac6d8f3f08d9,cold,sequence
4.255,2.7819749164581298,9c885095-08c9-4741-be96-e45de9921d3c,cold,sequence
4.3,2.8210921764373778,ea5d7844-1fea-4345-a62c-3c4f55585c30,cold,sequence
4.271,2.7884243450164794,dc4bab9f-9099-46c9-89a3-9d606f195296,cold,sequence
4.23,2.7527239131927494,3544cf2c-ada2-4f48-8903-d4ab043093da,cold,sequence
4.387,2.908132946014404,82b54410-b535-4d91-8af3-9bd86f38d94f,cold,sequence
4.259,2.7208413448333744,a32e171d-e859-4125-ae7c-94052a8f5131,cold,sequence
4.288,2.792652261734009,6ff96fca-81cf-46b8-adf4-a94bbf4b6cb1,cold,sequence
4.403,2.9382458953857418,cf69e3be-e419-4018-9e45-3dfaa3fa0b73,cold,sequence
4.302,2.845591499328613,7040e186-7b39-4fbd-9b95-ba2627e17f10,cold,sequence
4.309,2.854203447341919,4e489f40-43a5-40c0-b63c-c774c027e574,cold,sequence
4.194,2.7470285835266113,3b4099a8-11ed-43bb-a284-1b4708164f9a,cold,sequence
4.488,2.9441891555786137,893b35af-0cf1-4bd0-b1de-9a66b53639f8,cold,sequence
4.439,2.971780885696411,f1663c30-8b4d-4d2c-aef0-ae1489aa511d,cold,sequence
4.181,2.7018394527435303,71c734be-bf83-4c5e-afce-dbaf47e12eb5,cold,sequence
4.265,2.751469745635986,a06e2e9a-067a-481e-9884-857d41d60293,cold,sequence
4.388,2.9054245834350585,65879c26-07f7-46e6-8fde-10dc408995ae,cold,sequence
4.446,2.926826139450073,632021c6-379b-4e05-b967-912526ce4a4a,cold,sequence
4.634,3.1418628063201908,47550e26-7b92-4020-9f30-e7df780d5ff9,cold,sequence
4.334,2.800356515884399,ad83b1b2-584f-4d53-9872-1abd0bcc42ea,cold,sequence
4.344,2.8861543121337894,3c91098c-bdee-4a7d-bb22-dae7f5eeb76c,cold,sequence
4.385,2.877606163024902,559ef972-b3a2-4818-90b6-881620fd47ea,cold,sequence
0.357,0.3482774562835693,7d333b67-09e8-4822-90c2-c99848be2118,warm,sequence
0.335,0.32200213432312014,0046e73d-c342-4c16-9427-65a2a70470b5,warm,sequence
0.391,0.3417436752319336,20d28ed2-9754-43c6-ba00-91bcf1d29401,warm,sequence
0.396,0.34206828689575197,b05f4d17-19fb-475c-9530-032337cca222,warm,sequence
0.33,0.288951473236084,08f1d4cf-361f-4b67-8cf7-5927a829ebbb,warm,sequence
0.382,0.32817676734924317,8ee8f1af-77b2-401f-829f-aa89cd9b0762,warm,sequence
0.363,0.29954990196228026,af3202ac-7f03-4eff-8e8b-11140d322b07,warm,sequence
0.383,0.36506162452697755,f1314b46-87a5-4538-b8f2-c5f1266498ab,warm,sequence
0.354,0.3048075714111328,f9dbebde-24cb-468d-8ff1-c759dd6a3729,warm,sequence
0.353,0.3319042472839355,c9eda471-91b2-44d6-bc7f-ca93986f190b,warm,sequence
0.358,0.3251773910522461,8592bef7-ddd6-4f6e-89a3-c4efe3069013,warm,sequence
0.352,0.32304930877685545,9c9c1e43-7b66-4e11-8bfe-69f9efc57472,warm,sequence
0.343,0.3258884601593018,12d9eabc-4b40-4acb-965d-4347ee02556c,warm,sequence
0.41,0.33254066467285154,1aae2ee4-6230-4644-b864-5ef8a933f7a5,warm,sequence
0.373,0.363952730178833,e16c89f4-6a30-4867-948b-9249769d42a8,warm,sequence
0.384,0.3347575035095215,04484c8d-ecbd-407e-b39e-10a773d0d497,warm,sequence
0.363,0.3417490367889404,0f0c95b2-015f-4d4b-a6e0-42e7b43bc2f6,warm,sequence
0.358,0.3367595272064209,ad634f89-2318-4d08-8b2c-82095094ee0b,warm,sequence
0.406,0.39684925651550296,a94da19e-5225-476e-ae3d-cfdda63a4ab5,warm,sequence
0.352,0.31860852432250975,20f53f5d-2aa4-4b40-9489-4734910d0302,warm,sequence
0.358,0.340762336730957,612c5b4e-39bf-44f4-a118-1e5ae18d0442,warm,sequence
0.355,0.34617398262023924,04075a29-4f4e-46ae-a1c0-2acd742b3145,warm,sequence
0.373,0.36412844467163086,3e02d3d7-48c1-46bf-97ec-e69067d91316,warm,sequence
0.358,0.33655782508850096,df7a2478-b38e-43cd-8d0a-475ca9234a5f,warm,sequence
0.366,0.3365376625061035,78fa3751-dc29-45ec-9fbd-b398874c689c,warm,sequence
0.364,0.34292022132873534,e82f6c8d-d434-4afd-a34f-02beed886c1f,warm,sequence
0.405,0.33816912651062014,17e95457-220b-451c-b595-9907b92a29af,warm,sequence
0.396,0.3586426696777344,35728c02-dd33-4500-b2b3-87557d537598,warm,sequence
0.367,0.3216496868133545,a9f8c9f4-ae51-4aef-8ed3-cf05cb53cbda,warm,sequence
0.35,0.30076918601989744,fb70ad31-ba46-468f-8885-18c6ff4a6351,warm,sequence
